onset	duration	trial_type	value	sample
190.99	0.01	WIND selected	2	47747
191.0	3.0	Start Listen	25	47750
193.99	0.01	WIND selected	2	48497
194.0	3.0	Start Listen	25	48500
196.99	0.01	WIND selected	2	49247
197.0	3.0	Start Listen	25	49250
199.99	0.01	WIND selected	2	49997
200.0	3.0	Start Listen	25	50000
202.99	0.01	WIND selected	2	50747
203.0	3.0	Start Listen	25	50750
205.99	0.01	WIND selected	2	51497
206.0	3.0	Start Listen	25	51500
208.99	0.01	WIND selected	2	52247
209.0	3.0	Start Listen	25	52250
211.99	0.01	WIND selected	2	52997
212.0	3.0	Start Listen	25	53000
214.99	0.01	WIND selected	2	53747
215.0	3.0	Start Listen	25	53750
217.99	0.01	WIND selected	2	54497
218.0	3.0	Start Listen	25	54500
220.99	0.01	WIND selected	2	55247
221.0	3.0	Start Listen	25	55250
223.99	0.01	WIND selected	2	55997
224.0	3.0	Start Listen	25	56000
226.99	0.01	WIND selected	2	56747
227.0	3.0	Start Listen	25	56750
229.99	0.01	WIND selected	2	57497
230.0	3.0	Start Listen	25	57500
232.99	0.01	WIND selected	2	58247
233.0	3.0	Start Listen	25	58250
235.99	0.01	WIND selected	2	58997
236.0	3.0	Start Listen	25	59000
238.99	0.01	WIND selected	2	59747
239.0	3.0	Start Listen	25	59750
241.99	0.01	WIND selected	2	60497
242.0	3.0	Start Listen	25	60500
244.99	0.01	WIND selected	2	61247
245.0	3.0	Start Listen	25	61250
247.99	0.01	WIND selected	2	61997
248.0	3.0	Start Listen	25	62000
250.99	0.01	WIND selected	2	62747
251.0	3.0	Start Listen	25	62750
253.99	0.01	WIND selected	2	63497
254.0	3.0	Start Listen	25	63500
256.99	0.01	WIND selected	2	64247
257.0	3.0	Start Listen	25	64250
259.99	0.01	WIND selected	2	64997
260.0	3.0	Start Listen	25	65000
262.99	0.01	WIND selected	2	65747
263.0	3.0	Start Listen	25	65750
265.99	0.01	WIND selected	2	66497
266.0	3.0	Start Listen	25	66500
268.99	0.01	WIND selected	2	67247
269.0	3.0	Start Listen	25	67250
271.99	0.01	WIND selected	2	67997
272.0	3.0	Start Listen	25	68000
274.99	0.01	WIND selected	2	68747
275.0	3.0	Start Listen	25	68750
277.99	0.01	WIND selected	2	69497
278.0	3.0	Start Listen	25	69500
280.99	0.01	WIND selected	2	70247
281.0	3.0	Start Listen	25	70250
283.99	0.01	WIND selected	2	70997
284.0	3.0	Start Listen	25	71000
286.99	0.01	WIND selected	2	71747
287.0	3.0	Start Listen	25	71750
289.99	0.01	WIND selected	2	72497
290.0	3.0	Start Listen	25	72500
292.99	0.01	WIND selected	2	73247
293.0	3.0	Start Listen	25	73250
295.99	0.01	WIND selected	2	73997
296.0	3.0	Start Listen	25	74000
298.99	0.01	WIND selected	2	74747
299.0	3.0	Start Listen	25	74750
301.99	0.01	WIND selected	2	75497
