EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
8.160,11.668,11.025,6.378,9.850,7.303,12.335,12.851,-0.183,0.999,-0.008,-7.233,-2.502,-3.021,66.667,7822.000,1.000
9.610,12.767,12.312,7.782,10.677,8.942,13.824,14.513,-0.181,1.001,-0.008,-7.080,-2.197,-2.594,66.667,7823.000,1.000
11.956,14.875,15.190,10.973,12.517,12.872,14.476,15.046,-0.180,1.001,-0.006,-6.958,-1.923,-2.258,66.667,7824.000,1.000
15.608,18.621,20.012,16.181,15.771,17.639,14.429,14.732,-0.180,0.998,-0.002,-6.927,-1.770,-2.075,66.667,7825.000,1.000
19.599,23.054,25.483,22.046,19.338,21.477,13.595,13.529,-0.183,0.998,-0.005,-6.836,-1.740,-1.862,66.667,7826.000,1.000
22.287,26.385,29.566,26.454,21.751,24.212,12.112,11.701,-0.183,0.998,-0.008,-6.775,-1.678,-1.770,66.667,7827.000,1.000
22.761,27.587,31.131,28.184,22.746,26.546,10.913,10.547,-0.185,0.996,-0.004,-6.683,-1.556,-1.740,66.667,7828.000,1.000
21.297,26.905,30.423,27.424,22.984,27.926,11.059,11.328,-0.187,0.998,-0.007,-6.500,-1.495,-1.709,66.667,7829.000,1.000
18.962,25.293,28.454,25.199,22.802,26.533,12.682,13.713,-0.187,0.998,-0.004,-6.500,-1.526,-1.678,66.667,7830.000,1.000
17.046,23.798,26.418,22.831,22.154,22.619,15.031,16.189,-0.198,0.990,0.004,-6.531,-1.495,-1.709,66.667,7831.000,1.000
16.577,23.311,25.390,24.993,21.678,20.067,17.447,18.025,-0.199,0.985,0.004,-6.744,-1.709,-1.617,66.667,7832.000,1.000
17.963,24.418,26.002,49.684,22.761,22.516,19.970,20.083,-0.198,0.979,-0.029,-5.127,-1.312,-0.305,66.667,7833.000,1.000
20.762,26.915,27.932,129.687,25.920,28.484,22.726,23.257,-0.178,0.988,-0.031,-1.678,0.488,3.174,66.667,7834.000,1.000
23.769,29.453,29.669,283.972,29.545,32.045,24.939,26.638,-0.199,1.008,0.000,-2.106,1.404,5.951,66.667,7835.000,1.000
25.654,30.142,29.242,483.705,30.852,29.632,25.054,27.945,-0.286,0.996,0.078,-3.845,1.831,6.805,66.667,7836.000,1.000
25.825,27.939,25.540,661.659,28.231,24.112,22.217,25.841,-0.285,0.944,0.031,-6.042,1.404,5.554,66.667,7837.000,1.000
24.871,23.579,19.237,757.495,22.746,20.568,17.611,21.627,-0.282,0.984,-0.030,-0.458,2.289,7.263,66.667,7838.000,1.000
23.955,19.019,12.327,751.057,17.391,19.944,13.853,18.452,-0.349,1.063,0.002,0.397,1.953,8.301,66.667,7839.000,1.000
23.692,15.946,6.805,666.259,14.920,18.767,12.890,18.862,-0.339,1.048,0.022,-4.974,-2.899,7.812,66.667,7840.000,1.000
24.087,15.174,4.136,555.493,16.512,15.287,14.960,23.339,-0.253,1.009,0.023,-7.660,-6.317,5.981,66.667,7841.000,1.000
25.187,16.970,5.320,470.646,21.839,12.803,19.301,30.686,-0.176,0.990,0.002,-7.324,-6.104,2.380,66.667,7842.000,1.000
26.993,20.924,10.345,431.912,29.380,15.274,24.878,38.828,-0.141,0.991,-0.029,-6.561,-5.463,0.854,66.667,7843.000,1.000
29.048,25.679,17.731,418.254,36.881,22.225,30.561,45.508,-0.132,0.978,-0.035,-6.409,-5.219,1.251,66.667,7844.000,1.000
30.642,29.514,25.306,390.086,42.313,29.389,35.325,49.131,-0.123,0.976,-0.025,-5.280,-4.883,1.434,66.667,7845.000,1.000
31.202,31.118,31.423,322.840,44.500,33.400,38.394,49.117,-0.104,1.001,-0.021,-3.540,-4.181,1.404,66.667,7846.000,1.000
30.414,29.885,35.440,220.674,43.047,34.169,39.253,45.576,-0.085,1.034,-0.021,-3.448,-3.204,1.587,66.667,7847.000,1.000
28.520,26.182,37.675,104.476,38.390,33.305,37.940,39.212,-0.079,1.045,-0.019,-4.395,-2.441,2.075,66.667,7848.000,1.000
26.604,21.568,39.258,-5.941,32.079,32.266,35.342,31.610,-0.085,1.032,-0.021,-5.371,-1.373,2.472,66.667,7849.000,1.000
26.143,18.208,41.605,-98.231,26.393,31.741,32.857,24.928,-0.086,1.015,-0.042,-5.493,-0.336,2.960,66.667,7850.000,1.000
27.888,17.509,45.423,-164.892,22.963,31.958,31.446,20.630,-0.117,1.014,-0.030,-4.639,0.641,3.906,66.667,7851.000,1.000
31.079,19.113,49.886,-202.864,21.653,32.647,30.918,18.499,-0.134,1.002,-0.018,-6.348,0.763,3.632,66.667,7852.000,1.000
33.992,21.449,53.079,-217.574,21.077,33.048,30.316,17.200,-0.134,0.981,-0.019,-7.446,0.793,2.716,66.667,7853.000,1.000
35.400,23.277,53.557,-223.008,20.249,32.997,29.022,15.843,-0.131,0.974,-0.039,-7.172,0.977,1.160,66.667,7854.000,1.000
35.375,24.534,51.439,-232.806,19.548,33.142,27.320,14.820,-0.125,0.984,-0.045,-6.531,1.251,0.061,66.667,7855.000,1.000
34.769,25.811,48.063,-250.283,20.050,33.847,25.913,15.148,-0.124,0.994,-0.038,-6.409,1.251,-0.336,66.667,7856.000,1.000
34.201,27.386,44.768,-268.648,22.073,34.228,25.124,17.076,-0.122,1.001,-0.028,-6.500,1.495,-0.580,66.667,7857.000,1.000
33.645,28.876,42.098,-280.701,24.506,33.141,24.650,19.501,-0.125,1.008,-0.026,-7.111,1.770,-0.702,66.667,7858.000,1.000
32.813,29.684,39.986,-286.200,25.743,31.438,24.061,20.998,-0.131,1.001,-0.036,-7.874,1.770,-0.885,66.667,7859.000,1.000
31.704,29.669,38.348,-289.300,25.406,31.573,23.442,21.399,-0.133,0.994,-0.039,-8.240,1.709,-1.282,66.667,7860.000,1.000
30.623,29.268,37.272,-291.651,24.761,34.448,23.328,21.900,-0.137,0.993,-0.037,-8.026,1.862,-1.892,66.667,7861.000,1.000
29.577,28.786,36.499,-291.070,24.961,37.418,23.814,23.244,-0.143,0.997,-0.031,-8.057,1.801,-2.350,66.667,7862.000,1.000
27.989,27.761,35.122,-286.428,25.232,36.736,24.027,24.260,-0.147,1.002,-0.029,-8.270,1.678,-2.686,66.667,7863.000,1.000
25.343,25.448,32.288,-280.705,23.474,32.302,22.930,22.867,-0.151,1.005,-0.026,-8.698,1.587,-2.960,66.667,7864.000,1.000
21.966,21.880,28.142,-277.817,18.610,27.840,20.647,18.484,-0.156,1.005,-0.026,-8.972,1.526,-3.265,66.667,7865.000,1.000
18.923,18.132,23.844,-277.891,11.836,26.165,18.571,12.869,-0.161,1.005,-0.019,-9.277,1.282,-3.510,66.667,7866.000,1.000
17.166,15.467,20.669,-277.285,5.607,25.976,17.909,8.423,-0.165,1.007,-0.011,-9.644,1.068,-3.784,66.667,7867.000,1.000
16.783,14.304,19.077,-273.057,1.703,24.250,18.265,5.972,-0.169,1.004,-0.006,-10.101,0.732,-3.815,66.667,7868.000,1.000
16.963,14.010,18.521,-266.105,0.246,20.855,17.959,4.474,-0.171,1.004,-0.005,-10.376,0.519,-3.937,66.667,7869.000,1.000
16.649,13.610,17.976,-259.518,0.133,18.506,15.656,2.393,-0.169,1.003,0.001,-10.620,0.305,-3.876,66.667,7870.000,1.000
15.147,12.427,16.496,-255.104,-0.172,18.402,11.143,-1.351,-0.166,1.000,0.001,-10.712,0.214,-3.967,66.667,7871.000,1.000
12.366,10.246,13.549,-252.218,-1.775,17.997,5.075,-6.924,-0.166,0.997,0.006,-10.834,0.000,-3.876,66.667,7872.000,1.000
9.086,7.620,9.583,-248.953,-4.224,14.472,-0.967,-12.765,-0.166,0.997,0.007,-10.956,-0.122,-3.693,66.667,7873.000,1.000
6.704,5.816,6.085,-243.743,-5.518,9.159,-4.781,-16.025,-0.167,0.995,0.011,-10.895,-0.092,-3.448,66.667,7874.000,1.000
6.092,5.732,4.348,-236.259,-4.072,6.012,-5.101,-15.004,-0.168,0.991,0.010,-10.773,-0.153,-3.265,66.667,7875.000,1.000
6.835,6.951,4.322,-227.297,-0.448,6.782,-2.750,-10.777,-0.167,0.989,0.015,-10.712,-0.244,-3.174,66.667,7876.000,1.000
7.705,8.129,4.818,-217.988,3.236,9.409,0.244,-6.034,-0.166,0.986,0.016,-10.620,-0.061,-2.808,66.667,7877.000,1.000
7.605,8.164,4.613,-209.978,5.317,10.688,2.462,-2.757,-0.177,0.976,0.021,-10.468,0.153,-2.716,66.667,7878.000,1.000
6.208,6.995,3.275,-234.821,5.760,9.209,3.733,-1.204,-0.269,0.936,0.071,-11.719,0.397,-2.838,66.667,7879.000,1.000
4.074,5.430,1.202,-421.290,5.573,5.438,4.313,-0.642,-0.414,0.805,0.125,-15.228,-1.007,-4.791,66.667,7880.000,1.000
2.178,4.212,-0.826,-937.548,5.379,1.362,4.081,-0.598,-0.356,0.714,-0.014,-10.864,-4.395,-6.256,66.667,7881.000,1.000
1.229,3.407,-2.025,-1726.693,4.970,0.222,2.853,-1.119,-0.163,0.906,-0.106,7.965,-5.066,-3.204,66.667,7882.000,1.000
1.514,2.842,-1.788,-2402.390,4.234,3.849,1.170,-1.949,-0.048,1.188,-0.033,15.076,-3.693,0.580,66.667,7883.000,1.000
2.972,2.589,-0.119,-2539.435,3.672,9.952,0.074,-2.344,-0.069,1.307,0.068,7.568,-4.517,7.446,66.667,7884.000,1.000
5.121,2.665,2.031,-1991.707,3.665,13.464,0.030,-1.990,-0.218,1.184,0.133,-4.852,-1.953,11.902,66.667,7885.000,1.000
7.241,2.748,3.351,-940.799,3.956,11.335,0.642,-1.269,-0.350,0.975,0.104,-13.214,1.068,9.064,66.667,7886.000,1.000
8.665,2.329,2.913,220.555,3.947,4.844,1.292,-0.635,-0.343,0.849,-0.010,-13.824,-0.793,3.265,66.667,7887.000,1.000
8.803,0.965,0.320,1069.612,3.003,-2.845,1.540,-0.440,-0.253,0.849,-0.105,-8.270,-3.265,-0.580,66.667,7888.000,1.000
7.546,-1.141,-3.941,1368.412,0.963,-9.402,1.265,-0.957,-0.190,0.920,-0.066,-1.434,-5.188,-2.380,66.667,7889.000,1.000
5.745,-2.743,-8.132,1185.550,-1.292,-13.769,0.797,-2.021,-0.137,0.992,0.012,1.678,-6.226,-3.052,66.667,7890.000,1.000
4.570,-2.496,-10.211,801.108,-2.521,-15.349,0.524,-3.183,-0.080,1.049,0.033,1.221,-5.402,-2.014,66.667,7891.000,1.000
4.420,-0.285,-9.436,468.963,-2.357,-13.986,0.360,-4.247,-0.081,1.109,0.011,0.305,-3.326,0.458,66.667,7892.000,1.000
4.950,2.870,-6.627,263.941,-1.244,-10.505,0.023,-5.087,-0.161,1.081,0.014,-3.815,-1.221,2.655,66.667,7893.000,1.000
5.710,5.785,-3.190,136.414,0.341,-6.231,-0.404,-5.265,-0.209,0.988,-0.001,-7.843,-1.709,3.540,66.667,7894.000,1.000
6.257,7.601,-0.406,59.294,1.948,-2.487,-0.579,-4.424,-0.204,0.928,-0.021,-7.202,-1.984,2.075,66.667,7895.000,1.000
6.225,8.026,0.999,73.918,3.083,-0.288,-0.128,-2.583,-0.181,0.938,-0.025,-3.815,-1.526,-0.061,66.667,7896.000,1.000
5.894,7.782,1.374,203.138,3.900,0.072,1.698,0.518,-0.160,0.971,-0.012,-2.136,-1.648,-0.793,66.667,7897.000,1.000
6.232,8.268,1.940,378.410,5.408,-0.667,5.618,5.378,-0.142,0.992,0.007,-2.472,-1.556,-0.458,66.667,7898.000,1.000
7.772,10.136,3.400,491.126,8.200,-0.843,10.479,11.006,-0.138,1.010,0.014,-2.777,-0.641,-0.214,66.667,7899.000,1.000
9.872,12.561,5.123,499.704,11.457,0.687,13.011,14.468,-0.143,1.013,0.005,-3.448,0.275,0.214,66.667,7900.000,1.000
11.527,14.278,6.107,454.909,13.742,3.162,10.818,13.416,-0.149,1.000,-0.002,-4.059,0.549,0.580,66.667,7901.000,1.000
12.337,14.767,6.051,422.802,14.178,4.185,4.660,8.174,-0.152,0.993,0.005,-4.059,1.007,0.702,66.667,7902.000,1.000
12.325,14.159,5.121,413.452,12.368,1.825,-2.901,0.682,-0.155,0.998,0.006,-3.845,1.404,0.641,66.667,7903.000,1.000
11.276,12.434,3.234,396.276,7.806,-3.009,-9.848,-7.476,-0.154,1.004,0.007,-3.998,1.617,0.732,66.667,7904.000,1.000
8.778,9.273,0.066,359.638,0.308,-7.455,-15.221,-15.380,-0.151,1.010,0.010,-4.211,1.801,0.763,66.667,7905.000,1.000
4.946,4.818,-4.254,327.523,-8.869,-9.973,-18.592,-22.040,-0.153,1.016,0.012,-4.364,2.197,0.671,66.667,7906.000,1.000
0.772,0.238,-8.763,321.007,-16.901,-11.751,-19.843,-26.166,-0.150,1.021,0.015,-4.791,2.472,0.793,66.667,7907.000,1.000
-2.380,-2.753,-12.037,327.807,-20.673,-14.311,-19.050,-26.431,-0.148,1.020,0.019,-5.310,2.655,0.885,66.667,7908.000,1.000
-3.635,-3.005,-12.932,320.689,-18.506,-16.281,-16.206,-21.993,-0.149,1.016,0.020,-5.615,2.869,1.129,66.667,7909.000,1.000
-3.208,-0.882,-11.376,293.336,-11.497,-14.726,-11.478,-13.606,-0.149,1.013,0.023,-5.920,3.113,1.251,66.667,7910.000,1.000
-2.323,1.726,-8.664,264.491,-3.513,-9.465,-5.972,-4.399,-0.146,1.010,0.023,-6.073,3.326,1.343,66.667,7911.000,1.000
-2.336,2.652,-6.692,250.503,1.012,-4.313,-1.673,1.514,-0.145,1.007,0.026,-6.348,3.448,1.465,66.667,7912.000,1.000
-3.711,0.996,-6.633,246.769,-0.043,-3.374,-0.143,1.873,-0.143,1.004,0.026,-6.287,3.632,1.648,66.667,7913.000,1.000
-5.745,-2.425,-8.285,238.840,-5.539,-6.721,-1.345,-2.304,-0.141,1.001,0.027,-6.317,3.815,1.648,66.667,7914.000,1.000
-7.183,-5.845,-10.508,222.198,-12.276,-10.912,-3.796,-7.821,-0.137,0.993,0.028,-6.317,3.998,1.770,66.667,7915.000,1.000
-7.084,-7.609,-12.054,204.384,-16.752,-12.768,-5.735,-11.373,-0.136,0.987,0.030,-6.256,4.150,1.984,66.667,7916.000,1.000
-5.302,-6.821,-12.165,192.039,-16.573,-11.633,-6.158,-11.075,-0.137,0.982,0.025,-6.042,4.395,1.984,66.667,7917.000,1.000
-2.562,-3.750,-10.892,183.420,-11.626,-8.841,-5.098,-7.189,-0.141,0.974,0.026,-5.524,4.456,1.923,66.667,7918.000,1.000
-0.273,-0.046,-9.210,173.585,-4.560,-6.135,-3.422,-2.024,-0.145,0.972,0.027,-5.157,4.425,1.801,66.667,7919.000,1.000
0.194,1.998,-8.505,161.159,0.689,-4.919,-2.257,1.511,-0.148,0.970,0.026,-4.669,4.425,1.465,66.667,7920.000,1.000
-1.514,0.993,-9.550,147.826,1.648,-5.436,-2.235,1.953,-0.154,0.969,0.025,-4.150,4.303,1.068,66.667,7921.000,1.000
-4.598,-2.769,-12.128,124.373,-1.313,-6.505,-3.287,-0.023,-0.155,0.976,0.027,-3.662,4.059,0.549,66.667,7922.000,1.000
-7.910,-7.840,-15.493,4.453,-5.974,-7.386,-5.006,-2.685,-0.168,1.044,0.056,-5.096,4.089,-0.641,66.667,7923.000,1.000
-10.663,-12.573,-18.865,-417.944,-10.163,-9.405,-6.923,-4.698,-0.158,1.022,0.048,-12.085,3.784,-5.432,66.667,7924.000,1.000
-12.588,-15.945,-21.662,-1250.630,-12.988,-14.137,-8.721,-5.852,-0.138,0.855,-0.070,-14.008,5.737,-10.345,66.667,7925.000,1.000
-13.729,-17.848,-23.431,-2209.449,-14.770,-19.448,-10.320,-6.725,-0.283,0.772,-0.073,1.343,11.383,-4.944,66.667,7926.000,1.000
-14.165,-18.728,-23.870,-2760.917,-16.018,-19.778,-11.521,-7.749,-0.500,0.877,-0.007,13.214,12.878,7.812,66.667,7927.000,1.000
-13.922,-19.130,-23.354,-2553.760,-16.813,-11.861,-11.814,-8.778,-0.539,0.999,0.070,13.947,3.662,22.003,66.667,7928.000,1.000
-13.180,-19.525,-23.157,-1618.341,-17.037,0.842,-10.855,-9.420,-0.307,1.093,0.067,5.615,-9.216,22.278,66.667,7929.000,1.000
-12.345,-20.148,-24.497,-299.151,-16.734,9.711,-8.955,-9.471,-0.063,1.117,0.071,3.113,-14.404,9.277,66.667,7930.000,1.000
-11.809,-20.964,-27.360,908.919,-16.342,7.860,-7.069,-9.230,-0.018,1.075,0.068,1.617,-10.254,-4.547,66.667,7931.000,1.000
-11.811,-21.905,-30.561,1600.253,-16.634,-4.171,-6.428,-9.509,-0.075,0.991,-0.016,-2.808,-3.845,-9.460,66.667,7932.000,1.000
-12.404,-22.917,-32.697,1685.650,-18.062,-19.898,-7.828,-10.907,-0.148,0.938,-0.078,-3.540,0.641,-6.836,66.667,7933.000,1.000
-13.307,-23.642,-32.793,1404.614,-19.931,-32.750,-10.804,-12.845,-0.209,0.942,-0.060,-0.824,2.777,-4.089,66.667,7934.000,1.000
-13.953,-23.293,-30.500,1086.400,-20.476,-39.725,-13.559,-13.568,-0.235,0.971,0.012,1.892,0.244,-1.709,66.667,7935.000,1.000
-13.887,-21.200,-26.199,895.121,-18.212,-40.176,-14.153,-11.518,-0.190,1.020,0.039,3.052,-3.052,0.641,66.667,7936.000,1.000
-13.107,-17.504,-20.954,797.716,-13.357,-34.106,-12.031,-6.801,-0.155,1.060,0.049,1.984,-3.693,1.556,66.667,7937.000,1.000
-12.033,-13.309,-16.066,721.107,-7.875,-23.418,-8.437,-1.278,-0.153,1.044,0.019,-1.068,-3.326,1.892,66.667,7938.000,1.000
-11.332,-10.234,-12.603,670.450,-4.277,-12.827,-5.341,2.759,-0.163,0.996,-0.009,-3.052,-3.082,1.312,66.667,7939.000,1.000
-11.438,-9.278,-10.894,686.494,-3.730,-7.204,-3.413,4.667,-0.164,0.972,-0.017,-2.472,-2.777,-0.092,66.667,7940.000,1.000
-11.723,-9.488,-9.854,747.947,-4.586,-7.012,-0.759,6.775,-0.167,0.986,-0.005,-0.977,-2.136,-1.221,66.667,7941.000,1.000
-10.761,-8.484,-7.556,773.670,-3.518,-7.963,5.054,12.291,-0.167,1.006,0.017,-0.977,-2.167,-1.312,66.667,7942.000,1.000
-7.890,-4.905,-3.183,719.087,1.197,-6.042,13.156,21.048,-0.164,1.021,0.026,-1.648,-2.380,-0.824,66.667,7943.000,1.000
-4.002,0.219,2.039,628.623,7.929,-1.053,18.877,28.506,-0.163,1.024,0.027,-2.533,-2.380,-0.275,66.667,7944.000,1.000
-0.879,4.379,5.735,573.451,12.966,4.051,17.424,29.292,-0.161,1.018,0.021,-3.235,-2.197,0.244,66.667,7945.000,1.000
-0.243,5.263,5.756,562.428,12.971,5.649,7.384,21.082,-0.160,1.010,0.021,-3.693,-2.319,0.641,66.667,7946.000,1.000
-3.009,1.988,1.264,543.057,6.928,1.643,-8.474,5.885,-0.160,1.005,0.029,-3.784,-2.197,0.946,66.667,7947.000,1.000
-8.683,-4.356,-6.549,480.814,-3.220,-7.045,-24.523,-10.989,-0.160,1.008,0.032,-3.906,-1.984,1.038,66.667,7948.000,1.000
-15.350,-11.161,-14.783,404.018,-13.458,-16.185,-35.025,-23.460,-0.157,1.010,0.035,-4.150,-1.831,1.129,66.667,7949.000,1.000
-20.639,-15.731,-20.467,359.890,-19.745,-21.015,-37.141,-27.720,-0.156,1.014,0.039,-4.303,-1.740,1.099,66.667,7950.000,1.000
-23.011,-16.778,-22.217,350.832,-20.211,-20.004,-32.145,-24.080,-0.155,1.018,0.046,-4.486,-1.709,1.221,66.667,7951.000,1.000
-22.440,-14.931,-20.696,337.007,-16.087,-15.732,-24.003,-16.328,-0.151,1.019,0.045,-4.944,-1.556,1.465,66.667,7952.000,1.000
-20.140,-12.047,-17.778,293.211,-10.653,-12.199,-16.671,-9.078,-0.150,1.017,0.043,-5.219,-1.434,1.678,66.667,7953.000,1.000
-17.693,-9.968,-15.244,238.624,-7.039,-11.174,-12.174,-5.235,-0.146,1.013,0.045,-5.371,-1.282,1.892,66.667,7954.000,1.000
-16.163,-9.472,-13.896,204.864,-6.481,-11.679,-10.478,-5.198,-0.143,1.011,0.042,-5.554,-1.099,2.136,66.667,7955.000,1.000
-15.674,-10.026,-13.446,193.150,-8.108,-12.178,-10.568,-7.684,-0.137,1.009,0.044,-5.371,-0.885,2.289,66.667,7956.000,1.000
-15.594,-10.457,-13.098,177.697,-10.120,-12.223,-11.334,-10.943,-0.133,1.006,0.044,-5.432,-0.702,2.350,66.667,7957.000,1.000
-15.014,-9.846,-12.138,143.586,-11.097,-12.139,-11.706,-13.380,-0.129,1.001,0.041,-5.219,-0.397,2.533,66.667,7958.000,1.000
-13.351,-8.060,-10.271,104.226,-10.577,-11.704,-10.858,-13.907,-0.125,0.996,0.042,-5.066,-0.031,2.563,66.667,7959.000,1.000
-10.878,-5.843,-7.906,78.936,-9.031,-10.417,-8.870,-12.533,-0.122,0.992,0.042,-4.700,0.305,2.563,66.667,7960.000,1.000
-8.489,-4.217,-5.871,66.859,-7.349,-8.397,-6.798,-10.382,-0.120,0.990,0.040,-4.272,0.671,2.502,66.667,7961.000,1.000
-6.789,-3.515,-4.554,51.838,-5.984,-6.153,-5.573,-8.566,-0.117,0.990,0.038,-3.906,1.038,2.319,66.667,7962.000,1.000
-5.644,-3.162,-3.526,26.092,-4.667,-4.044,-5.093,-7.191,-0.115,0.986,0.039,-3.418,1.434,2.197,66.667,7963.000,1.000
-4.599,-2.372,-2.136,-1.684,-2.945,-2.062,-4.597,-5.650,-0.114,0.983,0.038,-2.960,1.831,1.984,66.667,7964.000,1.000
-3.441,-0.831,-0.226,-20.986,-0.689,-0.219,-3.594,-3.541,-0.117,0.979,0.035,-2.502,2.106,1.709,66.667,7965.000,1.000
-2.430,1.078,1.713,-33.137,1.649,1.439,-2.354,-1.263,-0.121,0.973,0.036,-1.892,2.411,1.251,66.667,7966.000,1.000
-2.222,2.392,2.804,-46.796,2.881,3.014,-1.741,-0.049,-0.126,0.971,0.033,-1.221,2.625,0.641,66.667,7967.000,1.000
-3.335,2.197,2.374,-65.538,1.747,4.246,-2.437,-1.064,-0.131,0.972,0.034,-0.610,2.686,0.061,66.667,7968.000,1.000
-5.445,0.550,0.624,-85.372,-1.618,4.299,-4.135,-4.013,-0.137,0.972,0.033,0.122,2.777,-0.671,66.667,7969.000,1.000
-7.390,-1.383,-1.355,-102.229,-5.197,2.353,-5.658,-6.963,-0.145,0.976,0.033,0.641,2.777,-1.465,66.667,7970.000,1.000
-8.148,-2.425,-2.434,-116.838,-6.732,-0.683,-6.109,-8.017,-0.146,0.979,0.033,0.854,2.747,-2.380,66.667,7971.000,1.000
-7.927,-2.602,-2.530,-134.115,-5.809,-1.643,-6.595,-7.057,-0.164,0.958,0.036,-0.397,3.326,-4.333,66.667,7972.000,1.000
-8.440,-3.384,-3.159,-163.003,-4.267,1.417,-16.629,-5.861,-0.293,0.818,0.075,-2.502,4.608,-6.805,66.667,7973.000,1.000
-12.201,-7.072,-7.046,-214.597,-5.070,5.432,-69.633,-7.024,-0.292,0.980,-0.093,4.303,2.106,-1.801,66.667,7974.000,1.000
-20.869,-15.367,-16.426,-293.145,-10.498,5.364,-226.579,-12.346,-0.370,1.317,-0.118,17.303,4.364,13.855,66.667,7975.000,1.000
-33.778,-27.932,-31.044,-386.384,-20.627,2.765,-535.989,-21.596,-0.348,1.329,0.030,10.315,5.890,25.146,66.667,7976.000,1.000
-48.396,-42.648,-48.208,-467.149,-33.513,6.142,-974.672,-32.973,-0.192,0.998,0.111,-4.425,-5.341,21.149,66.667,7977.000,1.000
-61.611,-56.715,-64.263,-508.229,-46.255,19.598,-1433.521,-43.974,-0.013,0.736,0.082,-8.087,-8.240,5.096,66.667,7978.000,1.000
-70.345,-67.128,-75.595,-499.319,-55.601,35.404,-1763.790,-51.442,-0.056,0.748,-0.027,-3.632,1.221,-12.878,66.667,7979.000,1.000
-72.536,-71.518,-79.640,-451.454,-58.957,40.149,-1846.910,-52.467,-0.195,0.889,-0.072,6.866,5.859,-18.219,66.667,7980.000,1.000
-68.341,-69.419,-76.098,-386.175,-55.804,27.767,-1651.281,-46.444,-0.255,0.996,-0.056,8.362,3.937,-12.756,66.667,7981.000,1.000
-59.894,-62.365,-67.077,-322.117,-47.905,5.366,-1250.488,-36.014,-0.265,1.011,0.031,5.707,-0.671,-4.547,66.667,7982.000,1.000
-49.695,-52.516,-55.678,-271.047,-37.905,-13.948,-787.627,-25.420,-0.228,1.021,0.080,4.944,-3.693,-0.916,66.667,7983.000,1.000
-39.397,-41.381,-44.289,-240.620,-27.864,-21.596,-402.509,-17.770,-0.193,1.056,0.077,5.432,-3.357,-0.214,66.667,7984.000,1.000
-30.005,-30.022,-34.167,-233.771,-19.052,-17.787,-170.679,-13.871,-0.179,1.066,0.039,2.930,-3.967,-0.214,66.667,7985.000,1.000
-22.441,-19.885,-25.957,-243.889,-12.414,-9.072,-91.292,-12.920,-0.141,1.036,0.004,0.610,-5.096,-0.153,66.667,7986.000,1.000
-17.286,-12.479,-19.878,-255.713,-8.344,-3.020,-116.003,-13.260,-0.134,1.006,0.000,0.214,-4.364,-1.831,66.667,7987.000,1.000
-14.132,-8.193,-15.423,-256.029,-6.094,-2.743,-183.867,-12.786,-0.139,1.012,0.014,1.129,-2.686,-2.991,66.667,7988.000,1.000
-11.752,-6.032,-11.509,-243.207,-4.125,-4.306,-239.617,-9.861,-0.160,1.029,0.031,1.160,-1.617,-2.777,66.667,7989.000,1.000
-8.990,-4.544,-7.178,-224.128,-1.320,-1.517,-241.210,-4.307,-0.174,1.026,0.040,0.061,-1.648,-1.556,66.667,7990.000,1.000
-5.402,-2.756,-2.085,-203.528,2.195,6.564,-170.088,2.513,-0.176,1.012,0.026,-0.763,-1.892,-0.885,66.667,7991.000,1.000
-1.417,-0.563,3.346,-180.437,5.201,14.873,-40.049,8.402,-0.168,1.008,0.020,-0.336,-1.801,-0.488,66.667,7992.000,1.000
1.925,1.416,8.115,-155.560,6.299,17.785,109.802,11.357,-0.156,1.017,0.023,0.061,-1.648,0.061,66.667,7993.000,1.000
3.642,2.444,11.264,-137.351,4.894,13.706,238.474,10.549,-0.152,1.021,0.034,0.000,-1.404,0.793,66.667,7994.000,1.000
3.461,2.269,12.407,-135.511,1.647,4.913,325.455,6.733,-0.145,1.023,0.035,-0.549,-1.068,1.648,66.667,7995.000,1.000
1.887,1.250,11.765,-148.781,-1.814,-5.429,375.230,1.902,-0.142,1.012,0.031,-1.038,-0.610,2.319,66.667,7996.000,1.000
-0.246,0.028,9.887,-164.097,-3.703,-15.509,404.278,-1.545,-0.140,1.003,0.028,-1.099,-0.031,3.021,66.667,7997.000,1.000
-2.160,-0.851,7.552,-170.025,-3.023,-24.279,425.928,-1.810,-0.139,0.999,0.028,-0.885,0.336,3.357,66.667,7998.000,1.000
-3.223,-1.053,5.761,-167.845,-0.051,-29.348,445.781,1.395,-0.137,0.998,0.030,-0.610,0.824,3.937,66.667,7999.000,1.000
-3.084,-0.421,5.347,-166.478,3.849,-28.173,465.608,6.517,-0.135,1.000,0.034,-0.458,1.343,4.395,66.667,8000.000,1.000
-1.916,0.977,6.422,-169.106,6.962,-21.754,486.324,10.987,-0.132,1.000,0.036,-0.397,1.740,4.974,66.667,8001.000,1.000
-0.468,2.704,8.222,-169.936,8.008,-15.292,506.792,12.677,-0.132,1.000,0.037,-0.336,2.167,5.493,66.667,8002.000,1.000
0.249,3.975,9.538,-164.524,6.493,-13.994,522.911,10.770,-0.135,0.999,0.032,-0.183,2.472,5.981,66.667,8003.000,1.000
